SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,MissingIncome,DebtBurden,IncomePerDependent,TotalLatePayments,CreditLinesPerAge,HighUtilization,LogIncome,LogDebtBurden,Utilization_x_Late,Cluster,PD,RiskBucket,Score,Strategy,EL
0,0.073159408,55,0,122.0,5400.0,6,0,0,0,0.0,1,658800.0,5400.0,0,0.10714285714285714,0,8.594339400592892,13.398176795195825,0.0,0,0.011701653759849329,Low Risk,821,Premium - Increase Limit + Lower Interest,35.104961279547986
0,0.251937403,61,0,0.605131623,3000.0,11,0,3,0,0.0,0,1815.394869,3000.0,0,0.1774193548387097,0,8.006700845440367,7.504608974401484,0.0,0,0.02209430543686624,Low Risk,789,Premium - Increase Limit + Lower Interest,121.51867990276432
0,0.06455638,49,0,0.604047891,3507.0,19,0,1,0,2.0,0,2118.395953737,1169.0,0,0.38,0,8.162801353492073,7.658886399583964,0.0,0,0.022269059798141155,Low Risk,789,Premium - Increase Limit + Lower Interest,211.55606808234097
0,0.9999999,62,0,0.04965839,6000.0,1,0,0,0,0.0,0,297.95034,6000.0,0,0.015873015873015872,1,8.699681400989514,5.700277472640199,0.0,0,0.04624533704081483,Low Risk,751,Premium - Increase Limit + Lower Interest,32.37173592857038
0,0.198249298,51,0,0.137323944,9371.0,10,0,0,0,4.0,0,1286.862679224,1874.2,0,0.19230769230769232,0,9.145481799627687,7.160739285471145,0.0,0,0.018418496785529165,Low Risk,798,Premium - Increase Limit + Lower Interest,92.09248392764583
0,0.981818182,28,1,0.199636474,3300.0,5,0,0,1,3.0,0,658.8003642,825.0,2,0.1724137931034483,1,8.101980731853192,6.491937310779779,1.963636364,0,0.3329989748382859,High Risk,634,Decline / Collections,1165.4964119340007
0,0.0,28,0,0.1684,2499.0,2,0,0,0,0.0,0,420.8316,2499.0,0,0.06896551724137931,0,7.824046010856292,6.04460618226082,0.0,0,0.0158308451904816,Low Risk,806,Premium - Increase Limit + Lower Interest,15.830845190481599
0,0.896475991,46,0,0.574907273,6200.0,13,0,2,0,0.0,0,3564.4250926,6200.0,0,0.2765957446808511,1,8.732465848349879,8.179038566300816,0.0,0,0.10485080516861338,Low Risk,707,Low Risk - Standard Terms,954.1423270343817
0,0.083525611,33,0,0.128774245,5000.0,6,0,2,0,0.0,0,643.8712250000001,5000.0,0,0.17647058823529413,0,8.517393171418904,6.469050645700035,0.0,0,0.014126355494484226,Low Risk,812,Premium - Increase Limit + Lower Interest,42.37906648345268
0,0.058108007,73,0,71.0,5400.0,8,0,0,0,0.0,1,383400.0,5400.0,0,0.10810810810810811,0,8.594339400592892,12.856836717832325,0.0,0,0.007666748627329736,Low Risk,843,Premium - Increase Limit + Lower Interest,30.666994509318943
0,0.122821683,65,0,0.159632626,9145.0,12,0,0,0,0.0,0,1459.84036477,9145.0,0,0.18181818181818182,0,9.121071904218,7.286767141420887,0.0,0,0.010757262615584295,Low Risk,826,Premium - Increase Limit + Lower Interest,64.54357569350577
0,0.463638891,45,0,0.449663623,8323.0,12,0,0,0,2.0,0,3742.5503342290003,2774.3333333333335,0,0.2608695652173913,0,9.026898187513526,8.227789727347409,0.0,0,0.0375985912037141,Low Risk,762,Premium - Increase Limit + Lower Interest,225.59154722228462
0,0.219718685,38,0,0.039184326,2500.0,2,0,0,0,2.0,0,97.960815,833.3333333333334,0,0.05128205128205128,0,7.824445930877619,4.594723963701088,0.0,0,0.022072274070427167,Low Risk,789,Premium - Increase Limit + Lower Interest,22.072274070427166
0,0.728787735,38,1,0.353819491,7500.0,6,3,1,2,0.0,0,2653.6461824999997,7500.0,6,0.15384615384615385,0,8.922791623969637,7.88406666020042,4.37272641,0,0.5386311485053922,High Risk,592,Decline / Collections,1939.0721346194116
0,0.469503386,51,0,0.289201489,9667.0,6,0,1,0,1.0,0,2795.7107941629997,4833.5,0,0.11538461538461539,0,9.176576741823373,7.936199289272833,0.0,0,0.026441560273671415,Low Risk,780,Premium - Increase Limit + Lower Interest,79.32468082101424
0,0.006020494,48,0,1496.0,5400.0,8,0,1,0,0.0,1,8078400.0,5400.0,0,0.16326530612244897,0,8.594339400592892,15.90470451487367,0.0,0,0.01100961222864565,Low Risk,824,Premium - Increase Limit + Lower Interest,44.038448914582595
0,0.023977245,61,0,0.199333703,1800.0,4,0,0,0,0.0,0,358.8006654,1800.0,0,0.06451612903225806,0,7.496097345175956,5.8855501708754785,0.0,0,0.009470959871188926,Low Risk,832,Premium - Increase Limit + Lower Interest,18.941919742377852
0,0.030920698,27,0,0.085769666,6190.0,4,0,0,0,0.0,0,530.91423254,6190.0,0,0.14285714285714285,0,8.730851903519232,6.276482259314707,0.0,0,0.012701084095553235,Low Risk,817,Premium - Increase Limit + Lower Interest,25.40216819110647
0,0.99440056,54,0,1996.0,5400.0,7,0,1,0,0.0,1,10778400.0,5400.0,0,0.12727272727272726,1,8.594339400592892,16.19305478220192,0.0,0,0.05573360949444543,Low Risk,741,Low Risk - Standard Terms,273.09468652278264
0,0.0,68,1,1333.0,5400.0,11,0,1,0,0.0,1,7198200.0,5400.0,1,0.15942028985507245,0,8.594339400592892,15.789341691654684,0.0,0,0.03587965787177293,Low Risk,764,Premium - Increase Limit + Lower Interest,197.3381182947511
0,0.0,50,0,0.0,5400.0,1,0,0,0,0.0,1,0.0,5400.0,0,0.0196078431372549,0,8.594339400592892,0.0,0.0,0,0.011914304841735737,Low Risk,820,Premium - Increase Limit + Lower Interest,5.957152420867868
0,0.164702725,43,0,0.413698288,8000.0,21,0,2,0,0.0,0,3309.5863040000004,8000.0,0,0.4772727272727273,0,8.987321812850125,8.10488058380307,0.0,0,0.029500145588669723,Low Risk,774,Premium - Increase Limit + Lower Interest,309.7515286810321
0,0.053429877,64,0,0.142699319,16292.0,7,0,1,0,1.0,0,2324.857305148,8146.0,0,0.1076923076923077,0,9.698490846702954,7.751843983452994,0.0,0,0.00659513907933243,Low Risk,850,Premium - Increase Limit + Lower Interest,23.082986777663507
0,0.103789621,73,0,0.004904287,6320.0,3,0,0,0,0.0,0,30.995093840000003,6320.0,0,0.04054054054054054,0,8.751632702472298,3.4655825735453973,0.0,0,0.007377762791328874,Low Risk,845,Premium - Increase Limit + Lower Interest,11.066644186993312
0,0.006814472,52,0,1392.0,5400.0,5,0,1,0,0.0,1,7516800.0,5400.0,0,0.09433962264150944,0,8.594339400592892,15.832651206482057,0.0,0,0.010437945998347105,Low Risk,827,Premium - Increase Limit + Lower Interest,26.094864995867763
0,0.513488348,39,0,3563.0,5400.0,18,0,2,0,1.0,1,19240200.0,2700.0,0,0.45,0,8.594339400592892,16.772512450132712,0.0,0,0.08651001808699266,Low Risk,717,Low Risk - Standard Terms,934.3081953395207
0,0.263048379,67,0,0.954204829,1200.0,3,0,1,0,1.0,0,1145.0457948,600.0,0,0.04411764705882353,0,7.0909098220799835,7.044072857034747,0.0,0,0.014286530195721233,Low Risk,811,Premium - Increase Limit + Lower Interest,21.42979529358185
0,0.129992074,68,0,0.236848369,4200.0,13,0,1,1,1.0,0,994.7631498000001,2100.0,1,0.18840579710144928,0,8.343077871169383,6.903509427899738,0.129992074,0,0.04216559019810125,Low Risk,756,Premium - Increase Limit + Lower Interest,274.0763362876581
0,0.0,39,1,0.039584364,8083.0,4,0,0,2,0.0,0,319.960414212,8083.0,3,0.1,0,8.997642078523512,5.771317795313616,0.0,0,0.1362682639490538,Medium Risk,692,Low Risk - Standard Terms,272.53652789810764
0,0.0,40,0,509.0,5400.0,3,0,0,0,0.0,1,2748600.0,5400.0,0,0.07317073170731707,0,8.594339400592892,14.826602612924404,0.0,0,0.014524115738595135,Low Risk,810,Premium - Increase Limit + Lower Interest,21.786173607892703
0,0.020116858,55,0,2.557823129,1910.0,15,0,2,0,0.0,0,4885.44217639,1910.0,0,0.26785714285714285,0,7.555381944240273,8.494219746370085,0.0,0,0.02633873890181764,Low Risk,780,Premium - Increase Limit + Lower Interest,197.5405417636323
0,1.107892108,21,0,0.008247938,4000.0,2,0,0,0,0.0,0,32.991752,4000.0,0,0.09090909090909091,1,8.294299608857235,3.5261179069515816,0.0,0,0.17591062391757456,Medium Risk,677,Low Risk - Standard Terms,246.27487348460437
0,0.044646769,34,0,0.365330322,7083.0,11,0,2,0,2.0,0,2587.634670726,2361.0,0,0.3142857142857143,0,8.865593998902725,7.858885861539134,0.0,0,0.017830984078769787,Low Risk,800,Premium - Increase Limit + Lower Interest,98.07041243323383
0,0.103615397,46,0,0.266465257,6619.0,9,0,1,0,3.0,0,1763.733536083,1654.75,0,0.19148936170212766,0,8.797850648931053,7.47575498691233,0.0,0,0.014146584826608515,Low Risk,812,Premium - Increase Limit + Lower Interest,63.659631719738314
0,0.589671417,54,0,1.056431904,4500.0,10,0,2,0,0.0,0,4753.943568000001,4500.0,0,0.18181818181818182,0,8.412054873292933,8.46694010698057,0.0,0,0.07636611398349907,Low Risk,724,Low Risk - Standard Terms,458.1966839009944
0,0.241805016,30,0,0.864451632,3400.0,13,0,1,0,1.0,0,2939.1355488,1700.0,0,0.41935483870967744,0,8.131824785007195,7.986210964303936,0.0,0,0.038326645759661986,Low Risk,761,Premium - Increase Limit + Lower Interest,249.1231974378029
1,0.196894561,40,1,72.0,5400.0,2,0,0,0,0.0,1,388800.0,5400.0,1,0.04878048780487805,0,8.594339400592892,12.870822923581574,0.196894561,0,0.06480711020248259,Low Risk,733,Low Risk - Standard Terms,64.80711020248259
0,0.083155925,31,0,1128.0,0.0,5,0,1,0,2.0,0,0.0,0.0,0,0.15625,0,0.0,0.0,0.0,0,0.011951710025146691,Low Risk,820,Premium - Increase Limit + Lower Interest,29.87927506286673
0,0.115929328,68,0,0.188601511,4368.0,6,0,0,0,0.0,0,823.811400048,4368.0,0,0.08695652173913043,0,8.382289428951436,6.715154754197921,0.0,0,0.009286252828189491,Low Risk,833,Premium - Increase Limit + Lower Interest,27.858758484568472
0,0.040175714,40,0,0.48993001,7000.0,8,0,1,0,2.0,0,3429.5100700000003,2333.3333333333335,0,0.1951219512195122,0,8.853808274977197,8.14046423755879,0.0,0,0.012135049431211522,Low Risk,819,Premium - Increase Limit + Lower Interest,48.54019772484609
0,0.142401407,64,0,2.086637787,3000.0,13,0,3,0,0.0,0,6259.913361,3000.0,0,0.2,0,8.006700845440367,8.742081357764244,0.0,0,0.020726155999949317,Low Risk,792,Premium - Increase Limit + Lower Interest,134.72001399967056
0,0.088903703,43,0,0.289495353,8500.0,7,0,2,0,2.0,0,2460.7105005000003,2833.3333333333335,0,0.1590909090909091,0,9.04793908261736,7.808611712706202,0.0,0,0.011277573319620747,Low Risk,823,Premium - Increase Limit + Lower Interest,39.47150661867261
0,0.11842873,51,0,2722.0,5400.0,18,0,2,0,2.0,1,14698800.0,1800.0,0,0.34615384615384615,0,8.594339400592892,16.50327648379654,0.0,0,0.022935240160609573,Low Risk,787,Premium - Increase Limit + Lower Interest,206.41716144548616
0,0.084081454,30,0,0.470454545,3079.0,12,0,1,0,0.0,0,1448.529544055,3079.0,0,0.3870967741935484,0,8.03268487596762,7.278994330392698,0.0,0,0.022142918293880456,Low Risk,789,Premium - Increase Limit + Lower Interest,132.85750976328274
0,0.055698877,64,0,0.149434091,11750.0,6,0,2,0,0.0,0,1755.8505692499998,11750.0,0,0.09230769230769231,0,9.371693622333941,7.471278035765462,0.0,0,0.006649489272688011,Low Risk,850,Premium - Increase Limit + Lower Interest,19.94846781806403
0,0.701086594,44,0,0.1538042,3666.0,6,0,0,0,0.0,0,563.8461972,3666.0,0,0.13333333333333333,0,8.207129168071326,6.3365534767434415,0.0,0,0.06095006049213674,Low Risk,736,Low Risk - Standard Terms,219.42021777169225
0,0.00255292,82,0,0.0,5400.0,2,0,0,0,0.0,1,0.0,5400.0,0,0.024096385542168676,0,8.594339400592892,0.0,0.0,0,0.006474253319594447,Low Risk,850,Premium - Increase Limit + Lower Interest,6.474253319594448
0,0.074385813,67,0,0.15261959,3950.0,10,0,1,0,0.0,0,602.8473805,3950.0,0,0.14705882352941177,0,8.281723990411392,6.4033214847141275,0.0,0,0.010180828427949064,Low Risk,828,Premium - Increase Limit + Lower Interest,50.904142139745325
0,0.243519653,53,0,0.384863867,4333.0,13,0,1,0,0.0,0,1667.6151357110002,4333.0,0,0.24074074074074073,0,8.374246182096304,7.419749301331185,0.0,0,0.023877889535516804,Low Risk,785,Premium - Increase Limit + Lower Interest,155.20628198085922
0,0.035682806,46,0,0.613948033,11083.0,13,0,4,0,2.0,0,6804.386049739,3694.3333333333335,0,0.2765957446808511,0,9.31325790598287,8.825469643783444,0.0,0,0.02053217118257086,Low Risk,793,Premium - Increase Limit + Lower Interest,133.4591126867106
0,0.281428637,42,0,1.171025641,3899.0,25,0,1,0,0.0,0,4565.828974259,3899.0,0,0.5813953488372093,0,8.268731832117737,8.426574364325052,0.0,0,0.0636603831144226,Low Risk,734,Low Risk - Standard Terms,795.7547889302824
0,0.213857428,40,0,0.221684154,3716.0,3,1,1,0,2.0,0,823.778316264,1238.6666666666667,1,0.07317073170731707,0,8.220672170297252,6.715114642667548,0.213857428,0,0.10493040485686328,Low Risk,707,Low Risk - Standard Terms,157.39560728529491
0,0.006297347,80,0,0.461296772,3500.0,20,0,2,0,1.0,0,1614.538702,1750.0,0,0.24691358024691357,0,8.160803920954665,7.387423741647358,0.0,0,0.013336059728305358,Low Risk,815,Premium - Increase Limit + Lower Interest,133.36059728305358
0,0.116858876,77,0,52.0,5400.0,4,0,0,0,0.0,1,280800.0,5400.0,0,0.05128205128205128,0,8.594339400592892,12.545401512381012,0.0,0,0.009065001014820242,Low Risk,834,Premium - Increase Limit + Lower Interest,18.130002029640483
0,0.2866054,69,0,0.335985853,2261.0,3,0,1,0,0.0,0,759.664013633,2261.0,0,0.04285714285714286,0,7.724004656676065,6.634191753973508,0.0,0,0.012773105861640686,Low Risk,817,Premium - Increase Limit + Lower Interest,19.159658792461027
0,0.959760015,60,0,0.218668276,4970.0,3,0,0,0,0.0,0,1086.78133172,4970.0,0,0.04918032786885246,1,8.511376306094673,6.991895425341324,0.0,0,0.043835679654481124,Low Risk,754,Premium - Increase Limit + Lower Interest,92.05492727441036
0,0.129575207,46,0,0.436281859,2000.0,8,0,1,0,1.0,0,872.563718,1000.0,0,0.1702127659574468,0,7.601402334583733,6.7725810725347735,0.0,0,0.01677495873268974,Low Risk,803,Premium - Increase Limit + Lower Interest,67.09983493075896
0,4062.0,55,0,121.0,5400.0,1,0,0,0,0.0,1,653400.0,5400.0,0,0.017857142857142856,1,8.594339400592892,13.389946308604012,0.0,0,0.052735281032806884,Low Risk,744,Low Risk - Standard Terms,36.91469672296482
0,0.120667092,70,0,378.0,5400.0,8,0,0,0,0.0,1,2041200.0,5400.0,0,0.11267605633802817,0,8.594339400592892,14.52904891807973,0.0,0,0.00913526191647097,Low Risk,834,Premium - Increase Limit + Lower Interest,36.54104766588388
0,0.053245563,30,0,0.072505999,5833.0,3,0,0,0,0.0,0,422.927492167,5833.0,0,0.0967741935483871,0,8.671458150427666,6.04956243156815,0.0,0,0.012488145069956335,Low Risk,818,Premium - Increase Limit + Lower Interest,18.7322176049345
0,0.082584291,63,0,0.17954736,11929.0,12,0,1,0,0.0,0,2141.8204574399997,11929.0,0,0.1875,0,9.386811515091962,7.669878211021154,0.0,0,0.009300466837287571,Low Risk,833,Premium - Increase Limit + Lower Interest,55.80280102372543
0,0.170572565,59,0,0.159903341,12000.0,5,0,1,0,2.0,0,1918.8400920000001,4000.0,0,0.08333333333333333,0,9.392745258631441,7.559997176136738,0.0,0,0.010685956663192822,Low Risk,826,Premium - Increase Limit + Lower Interest,26.714891657982054
0,0.293754643,44,0,0.115939242,5200.0,3,0,0,0,0.0,0,602.8840584,5200.0,0,0.06666666666666667,0,8.556606193773073,6.4033822232174575,0.0,0,0.01987559261127667,Low Risk,794,Premium - Increase Limit + Lower Interest,29.813388916915002
0,0.01622841,43,0,14.0,5400.0,4,0,0,0,0.0,1,75600.0,5400.0,0,0.09090909090909091,0,8.594339400592892,11.233224789593368,0.0,0,0.014304572935906363,Low Risk,811,Premium - Increase Limit + Lower Interest,28.609145871812725
1,1.036867172,42,3,0.664399926,5440.0,12,0,2,0,3.0,0,3614.3355974399997,1360.0,3,0.27906976744186046,1,8.601718146485926,8.192939964983852,3.110601516,0,0.693673303408533,High Risk,559,Decline / Collections,5826.855748631676
0,0.025831535,58,0,2458.0,5400.0,9,0,1,0,0.0,1,13273200.0,5400.0,0,0.15254237288135594,0,8.594339400592892,16.401257598018127,0.0,0,0.009930851080235432,Low Risk,830,Premium - Increase Limit + Lower Interest,44.688829861059446
0,0.343884592,48,0,0.40085382,6792.0,11,0,1,0,0.0,0,2722.59914544,6792.0,0,0.22448979591836735,0,8.823647949191303,7.909709499847564,0.0,0,0.03013023822415807,Low Risk,773,Premium - Increase Limit + Lower Interest,165.71631023286938
0,0.0,24,0,0.0,5400.0,3,0,0,0,0.0,1,0.0,5400.0,0,0.12,0,8.594339400592892,0.0,0.0,0,0.012903038875713231,Low Risk,816,Premium - Increase Limit + Lower Interest,19.354558313569846
1,0.582237619,47,0,409.0,5400.0,10,0,0,0,0.0,1,2208600.0,5400.0,0,0.20833333333333334,0,8.594339400592892,14.60786984137058,0.0,0,0.0711687878335344,Low Risk,728,Low Risk - Standard Terms,427.01272700120643
0,0.015784824,68,0,0.201599848,10500.0,16,0,1,0,0.0,0,2116.798404,10500.0,0,0.2318840579710145,0,9.259225769705994,7.658132339383831,0.0,0,0.010427716225770154,Low Risk,827,Premium - Increase Limit + Lower Interest,83.42172980616124
0,0.008150576,42,1,865.0,5400.0,10,0,1,0,0.0,1,4671000.0,5400.0,1,0.23255813953488372,0,8.594339400592892,15.356883953571142,0.008150576,0,0.049412890428107425,Low Risk,747,Premium - Increase Limit + Lower Interest,247.06445214053713
0,0.053479622,62,0,0.041713389,8917.0,7,0,0,0,0.0,0,371.95828971299994,8917.0,0,0.1111111111111111,0,9.095826985187422,5.921466589565328,0.0,0,0.008083313609834867,Low Risk,840,Premium - Increase Limit + Lower Interest,28.291597634422033
1,0.9999999,56,1,0.07801182,78000.0,6,1,1,0,3.0,0,6084.92196,19500.0,2,0.10526315789473684,1,11.264476926102367,8.713733507502537,1.9999998,0,0.33618597996318034,High Risk,634,Decline / Collections,1411.9811158453574
0,0.035708891,67,0,0.46832473,2130.0,8,0,1,0,0.0,0,997.5316749000001,2130.0,0,0.11764705882352941,0,7.664346632098617,6.906285874836448,0.0,0,0.00856351702559589,Low Risk,837,Premium - Increase Limit + Lower Interest,34.254068102383556
0,0.35953517,67,0,1189.0,5400.0,10,0,0,0,1.0,1,6420600.0,2700.0,0,0.14705882352941177,0,8.594339400592892,15.675022284991819,0.0,0,0.01978872010756615,Low Risk,795,Premium - Increase Limit + Lower Interest,98.94360053783075
0,0.180963807,36,0,0.510998,5500.0,6,0,2,0,0.0,0,2810.4889999999996,5500.0,0,0.16216216216216217,0,8.612685172875459,7.941469515222379,0.0,0,0.01793161665808073,Low Risk,800,Premium - Increase Limit + Lower Interest,53.79484997424219
0,0.475672809,55,0,0.258890263,13750.0,12,0,2,0,0.0,0,3559.7411162500002,13750.0,0,0.21428571428571427,0,9.528866827722945,8.177723980901803,0.0,0,0.0267638081516166,Low Risk,779,Premium - Increase Limit + Lower Interest,160.5828489096996
0,0.050058458,82,0,0.205660668,6500.0,12,0,2,0,0.0,0,1336.794342,6500.0,0,0.14457831325301204,0,8.77971129020447,7.198777523343625,0.0,0,0.009133044331001879,Low Risk,834,Premium - Increase Limit + Lower Interest,54.79826598601127
0,0.464210799,53,0,1.547726137,2000.0,15,0,2,0,0.0,0,3095.4522739999998,2000.0,0,0.2777777777777778,0,7.601402334583733,8.03801230737382,0.0,0,0.0692262140110395,Low Risk,729,Low Risk - Standard Terms,519.1966050827963
0,0.161179819,35,0,0.312121212,15839.0,6,0,2,0,5.0,0,4943.687876868,2639.8333333333335,0,0.16666666666666666,0,9.670293665368417,8.506069123130047,0.0,0,0.017890338869189615,Low Risk,800,Premium - Increase Limit + Lower Interest,53.671016607568845
0,0.283385838,31,0,0.145888594,4900.0,7,0,0,0,0.0,0,714.8541106,4900.0,0,0.21875,0,8.497194544909547,6.5734763900542905,0.0,0,0.022073170776577274,Low Risk,789,Premium - Increase Limit + Lower Interest,77.25609771802046
0,0.142277136,54,1,0.33614956,11125.0,11,0,3,0,2.0,0,3739.6638550000002,3708.3333333333335,1,0.2,0,9.317039990635239,8.227018375993978,0.142277136,0,0.041017416959065175,Low Risk,757,Premium - Increase Limit + Lower Interest,225.59579327485847
0,0.960075998,46,0,0.376899696,3947.0,3,0,0,0,1.0,0,1487.623100112,1973.5,0,0.06382978723404255,1,8.280964400553373,7.305606877816961,0.0,0,0.07377521865697309,Low Risk,726,Low Risk - Standard Terms,154.92795917964347
0,0.0,80,0,0.275517488,1400.0,3,0,1,0,0.0,0,385.72448319999995,1400.0,0,0.037037037037037035,0,7.244941546337007,5.957712509771716,0.0,0,0.008968881981166492,Low Risk,835,Premium - Increase Limit + Lower Interest,13.453322971749737
0,0.856349295,37,0,0.63880289,4844.0,2,0,1,0,0.0,0,3094.36119916,4844.0,0,0.05263157894736842,1,8.485702524324866,8.037659882399772,0.0,0,0.08543630234676353,Low Risk,718,Low Risk - Standard Terms,119.61082328546892
0,0.0,70,0,9.0,5400.0,5,0,0,0,0.0,1,48600.0,5400.0,0,0.07042253521126761,0,8.594339400592892,10.791399385808587,0.0,0,0.007973538671593294,Low Risk,841,Premium - Increase Limit + Lower Interest,19.933846678983233
0,0.908193238,55,1,0.141847011,4666.0,9,0,0,2,0.0,0,661.858153326,4666.0,3,0.16071428571428573,1,8.448271745949816,6.49656102057805,2.724579714,0,0.3058949147916483,High Risk,640,Decline / Collections,1927.1379631873845
0,0.281300186,71,1,0.354691625,4166.0,9,0,0,0,0.0,0,1477.64530975,4166.0,1,0.125,0,8.334951631422454,7.298881616336706,0.281300186,0,0.05070762920539989,Low Risk,746,Low Risk - Standard Terms,228.1843314242995
0,0.58921714,56,0,0.8625785,2706.0,12,0,1,0,0.0,0,2334.137421,2706.0,0,0.21052631578947367,0,7.903596289614301,7.755826021047906,0.0,0,0.06011365923035915,Low Risk,737,Low Risk - Standard Terms,432.8183464585859
0,0.903727571,30,0,5993.0,5400.0,6,1,4,0,0.0,1,32362200.0,5400.0,1,0.1935483870967742,1,8.594339400592892,17.292501663910798,0.903727571,0,0.28422659722346905,Medium Risk,646,Approve with High Interest + Low Limit,1193.7517083385699
0,0.188117162,57,0,0.212702984,12500.0,4,0,2,0,1.0,0,2658.7873,6250.0,0,0.06896551724137931,0,9.433563920090563,7.886001436172566,0.0,0,0.011024443879668283,Low Risk,824,Premium - Increase Limit + Lower Interest,22.048887759336566
1,0.134393975,64,2,0.07177395,6617.0,13,0,0,0,0.0,0,474.92822715,6617.0,2,0.2,0,8.797548488481558,6.165267059564156,0.26878795,0,0.08131137395495366,Low Risk,721,Low Risk - Standard Terms,528.5239307071988
0,0.739086971,23,0,0.036646308,1800.0,1,0,0,0,0.0,0,65.9633544,1800.0,0,0.041666666666666664,0,7.496097345175956,4.204145520505929,0.0,0,0.07896081601624569,Low Risk,722,Low Risk - Standard Terms,47.376489609747416
0,0.047754608,54,0,0.535419383,2300.0,9,0,1,0,0.0,0,1231.4645809,2300.0,0,0.16363636363636364,0,7.741099090035366,7.116771167897421,0.0,0,0.016428187791760397,Low Risk,804,Premium - Increase Limit + Lower Interest,73.92684506292179
0,0.666686084,48,0,7.087824351,500.0,11,0,2,0,1.0,0,3543.9121755,250.0,0,0.22448979591836735,0,6.2166061010848646,8.173268664470344,0.0,0,0.06644125443072448,Low Risk,732,Low Risk - Standard Terms,438.5122792427815
0,0.08595902,61,0,3798.0,5400.0,6,0,2,0,0.0,1,20509200.0,5400.0,0,0.0967741935483871,0,8.594339400592892,16.8363841726832,0.0,0,0.007588752573530018,Low Risk,843,Premium - Increase Limit + Lower Interest,22.76625772059005
0,0.336134454,54,0,0.271289343,6258.0,9,0,2,0,1.0,0,1697.728708494,3129.0,0,0.16363636363636364,0,8.7417757069247,7.4376354317556075,0.0,0,0.026387144088557083,Low Risk,780,Premium - Increase Limit + Lower Interest,118.74214839850687
1,0.865814437,54,1,0.361725664,8135.0,11,0,2,3,2.0,0,2942.63827664,2711.6666666666665,4,0.2,1,9.004053937728395,7.9874016043107465,3.463257748,0,0.27694060535709725,Medium Risk,647,Approve with High Interest + Low Limit,2132.4426612496486
0,0.115237829,40,1,2.491686461,2946.0,17,0,3,0,0.0,0,7340.508314106,2946.0,1,0.4146341463414634,0,7.988542982737695,8.901299592882907,0.115237829,0,0.13087634527592767,Medium Risk,694,Low Risk - Standard Terms,1112.4489348453853
0,0.0019417,63,0,1933.0,5400.0,8,0,1,0,0.0,1,10438200.0,5400.0,0,0.125,0,8.594339400592892,16.16098280756265,0.0,0,0.006994221132756376,Low Risk,847,Premium - Increase Limit + Lower Interest,27.976884531025505
0,0.096984985,55,0,121.0,5400.0,8,0,0,0,0.0,1,653400.0,5400.0,0,0.14285714285714285,0,8.594339400592892,13.389946308604012,0.0,0,0.011913478567138052,Low Risk,820,Premium - Increase Limit + Lower Interest,47.65391426855221
0,0.527702089,37,0,0.188801866,6000.0,9,0,0,0,1.0,0,1132.811196,3000.0,0,0.23684210526315788,0,8.699681400989514,7.033339976598901,0.0,0,0.049725020075342935,Low Risk,747,Premium - Increase Limit + Lower Interest,268.5151084068518
0,0.387922211,54,0,0.111195159,1321.0,2,0,0,0,0.0,0,146.888805039,1321.0,0,0.03636363636363636,0,7.186901020411631,4.996460674079769,0.0,0,0.03146038741944757,Low Risk,771,Premium - Increase Limit + Lower Interest,31.460387419447574
0,0.042064195,51,0,0.5,2173.0,6,0,1,0,3.0,0,1086.5,543.25,0,0.11538461538461539,0,7.684324067681155,6.991636762962839,0.0,0,0.013650848621061184,Low Risk,814,Premium - Increase Limit + Lower Interest,40.95254586318355
0,0.363993614,45,0,0.248252006,13586.0,6,0,2,0,3.0,0,3372.751753516,3396.5,0,0.13043478260869565,0,9.516868732224324,8.123780684084876,0.0,0,0.021937309433889475,Low Risk,789,Premium - Increase Limit + Lower Interest,65.81192830166843
0,0.384328209,71,0,0.490855889,4100.0,7,0,1,0,0.0,0,2012.5091449,4100.0,0,0.09722222222222222,0,8.31898612539206,7.607634322074093,0.0,0,0.017306611719519457,Low Risk,801,Premium - Increase Limit + Lower Interest,60.573141018318104
0,0.198122641,58,0,0.598523304,4333.0,8,0,1,0,0.0,0,2593.401476232,4333.0,0,0.13559322033898305,0,8.374246182096304,7.861111124000039,0.0,0,0.013820758061109528,Low Risk,813,Premium - Increase Limit + Lower Interest,55.28303224443811
0,0.059611804,43,0,0.47137869,9450.0,13,0,3,0,0.0,0,4454.5286205,9450.0,0,0.29545454545454547,0,9.153875834995056,8.401900990665855,0.0,0,0.017908003890657352,Low Risk,800,Premium - Increase Limit + Lower Interest,116.40202528927279
0,0.886113886,47,2,0.20609825,7083.0,4,0,1,0,3.0,0,1459.7939047500001,1770.75,2,0.08333333333333333,1,8.865593998902725,7.2867353372895565,1.772227772,0,0.20967025704887204,Medium Risk,666,Approve with High Interest + Low Limit,587.0767197368417
0,0.63829956,50,0,0.664180315,6166.0,17,0,2,0,1.0,0,4095.3358222899997,3083.0,0,0.3333333333333333,0,8.726967774991493,8.317848151222291,0.0,0,0.09634043067528494,Low Risk,711,Low Risk - Standard Terms,982.6723928879064
